Ref,Val,Package,PosX,PosY,Rot,Side
"R29","128R","R_0805_2012Metric",110.460000,-57.910000,0.000000,bottom
"R30","110K","R_0805_2012Metric",102.971000,-36.900000,-90.000000,bottom
"R31","128R","R_0805_2012Metric",110.455000,-54.910000,0.000000,bottom
"R32","150K","R_0805_2012Metric",102.971000,-31.365000,-90.000000,bottom
"R35","1K","R_0805_2012Metric",138.117000,-60.910000,0.000000,bottom
"R36","300k","R_0805_2012Metric",130.657000,-42.400000,-90.000000,bottom
"R37","128R","R_0805_2012Metric",138.117000,-57.910000,0.000000,bottom
"R38","110K","R_0805_2012Metric",130.628000,-36.900000,-90.000000,bottom
"R39","128R","R_0805_2012Metric",138.112000,-54.910000,0.000000,bottom
"R40","150K","R_0805_2012Metric",130.628000,-31.365000,-90.000000,bottom
"R43","1K","R_0805_2012Metric",165.774000,-60.910000,0.000000,bottom
"R44","300k","R_0805_2012Metric",158.314000,-42.400000,-90.000000,bottom
"R45","128R","R_0805_2012Metric",165.774000,-57.910000,0.000000,bottom
"R46","110K","R_0805_2012Metric",158.285000,-36.900000,-90.000000,bottom
"R47","128R","R_0805_2012Metric",165.769000,-54.910000,0.000000,bottom
"R48","150K","R_0805_2012Metric",158.285000,-31.365000,-90.000000,bottom
"R51","1K","R_0805_2012Metric",193.431000,-60.910000,0.000000,bottom
"R52","300k","R_0805_2012Metric",185.971000,-42.400000,-90.000000,bottom
"R53","128R","R_0805_2012Metric",193.431000,-57.910000,0.000000,bottom
"R54","110K","R_0805_2012Metric",185.942000,-36.900000,-90.000000,bottom
"R55","128R","R_0805_2012Metric",193.426000,-54.910000,0.000000,bottom
"R56","150K","R_0805_2012Metric",185.942000,-31.365000,-90.000000,bottom
"R59","1K","R_0805_2012Metric",221.088000,-60.910000,0.000000,bottom
"R60","300k","R_0805_2012Metric",213.628000,-42.400000,-90.000000,bottom
"R61","128R","R_0805_2012Metric",221.088000,-57.910000,0.000000,bottom
"R62","110K","R_0805_2012Metric",213.599000,-36.900000,-90.000000,bottom
"R63","128R","R_0805_2012Metric",221.083000,-54.910000,0.000000,bottom
"R64","150K","R_0805_2012Metric",213.599000,-31.365000,-90.000000,bottom
"R65","10K","R_0805_2012Metric",28.000000,-92.760000,180.000000,bottom
"R66","100K","R_0805_2012Metric",28.000000,-96.560000,180.000000,bottom
"R67","10K","R_0805_2012Metric",28.000000,-100.610000,180.000000,bottom
"R68","1K","R_0805_2012Metric",28.000000,-104.660000,180.000000,bottom
"R69","300k","R_0805_2012Metric",28.000000,-108.710000,180.000000,bottom
"R70","110k","R_0805_2012Metric",22.540000,-113.210000,180.000000,bottom
"R71","150k","R_0805_2012Metric",22.540000,-116.660000,180.000000,bottom
"R72","1K","R_0805_2012Metric",22.540000,-120.710000,180.000000,bottom
"R73","1K","R_0805_2012Metric",28.000000,-112.660000,180.000000,bottom
"R74","127R","R_0805_2012Metric",28.000000,-116.710000,180.000000,bottom
"R75","127R","R_0805_2012Metric",28.000000,-120.760000,180.000000,bottom
"R76","10K","R_0805_2012Metric",53.250000,-92.760000,180.000000,bottom
"R77","100K","R_0805_2012Metric",53.250000,-96.810000,180.000000,bottom
"R78","10K","R_0805_2012Metric",53.250000,-100.860000,180.000000,bottom
"R79","1K","R_0805_2012Metric",53.250000,-104.910000,180.000000,bottom
"R80","300k","R_0805_2012Metric",53.250000,-108.960000,180.000000,bottom
"R81","110k","R_0805_2012Metric",47.790000,-113.210000,180.000000,bottom
"R82","150k","R_0805_2012Metric",47.790000,-116.660000,180.000000,bottom
"R83","1K","R_0805_2012Metric",47.790000,-120.710000,180.000000,bottom
"R84","1K","R_0805_2012Metric",53.250000,-112.660000,180.000000,bottom
"R85","127R","R_0805_2012Metric",53.250000,-116.710000,180.000000,bottom
"R86","127R","R_0805_2012Metric",53.250000,-120.760000,180.000000,bottom
"R87","10K","R_0805_2012Metric",78.500000,-92.760000,180.000000,bottom
"R88","100K","R_0805_2012Metric",78.500000,-96.810000,180.000000,bottom
"R89","10K","R_0805_2012Metric",78.500000,-100.860000,180.000000,bottom
"R90","1K","R_0805_2012Metric",78.500000,-104.910000,180.000000,bottom
"R91","300k","R_0805_2012Metric",78.500000,-108.960000,180.000000,bottom
"R92","110k","R_0805_2012Metric",73.040000,-113.210000,180.000000,bottom
"R93","150k","R_0805_2012Metric",78.500000,-112.660000,180.000000,bottom
"R94","1K","R_0805_2012Metric",78.500000,-116.710000,180.000000,bottom
"R95","1K","R_0805_2012Metric",78.500000,-120.760000,180.000000,bottom
"R96","127R","R_0805_2012Metric",73.040000,-116.660000,180.000000,bottom
"R97","127R","R_0805_2012Metric",73.040000,-120.710000,180.000000,bottom
"R98","10K","R_0805_2012Metric",103.750000,-92.760000,180.000000,bottom
"R99","100K","R_0805_2012Metric",103.750000,-96.810000,180.000000,bottom
"R100","10K","R_0805_2012Metric",103.750000,-100.860000,180.000000,bottom
"R101","1K","R_0805_2012Metric",103.750000,-104.910000,180.000000,bottom
"R102","300k","R_0805_2012Metric",103.750000,-108.960000,180.000000,bottom
"R103","110k","R_0805_2012Metric",98.290000,-113.210000,180.000000,bottom
"R104","150k","R_0805_2012Metric",103.750000,-112.660000,180.000000,bottom
"R105","1K","R_0805_2012Metric",103.750000,-116.710000,180.000000,bottom
"R106","1K","R_0805_2012Metric",103.750000,-120.760000,180.000000,bottom
"R107","127R","R_0805_2012Metric",98.290000,-116.660000,180.000000,bottom
"R108","127R","R_0805_2012Metric",98.290000,-120.710000,180.000000,bottom
"R109","10K","R_0805_2012Metric",129.000000,-92.760000,180.000000,bottom
"R110","100K","R_0805_2012Metric",129.000000,-96.810000,180.000000,bottom
"R111","10K","R_0805_2012Metric",129.000000,-100.860000,180.000000,bottom
"R112","200k","R_0805_2012Metric",129.000000,-104.910000,180.000000,bottom
"R113","300k","R_0805_2012Metric",129.000000,-108.960000,180.000000,bottom
"R114","110k","R_0805_2012Metric",123.540000,-113.210000,180.000000,bottom
"R115","150k","R_0805_2012Metric",129.000000,-112.660000,180.000000,bottom
"R116","200k","R_0805_2012Metric",129.000000,-116.710000,180.000000,bottom
"R117","1K","R_0805_2012Metric",129.000000,-120.760000,180.000000,bottom
"R118","127R","R_0805_2012Metric",123.540000,-116.660000,180.000000,bottom
"R119","127R","R_0805_2012Metric",123.540000,-120.710000,180.000000,bottom
"R120","10K","R_0805_2012Metric",153.912500,-92.760000,180.000000,bottom
"R121","100K","R_0805_2012Metric",153.912500,-96.810000,180.000000,bottom
"R122","10K","R_0805_2012Metric",153.912500,-100.860000,180.000000,bottom
"R123","200k","R_0805_2012Metric",153.912500,-104.910000,180.000000,bottom
"R124","300k","R_0805_2012Metric",153.912500,-108.960000,180.000000,bottom
"R125","110k","R_0805_2012Metric",148.790000,-113.210000,180.000000,bottom
"R126","150k","R_0805_2012Metric",153.912500,-112.660000,180.000000,bottom
"R127","200k","R_0805_2012Metric",153.912500,-116.710000,180.000000,bottom
"R128","1K","R_0805_2012Metric",153.912500,-120.760000,180.000000,bottom
"R129","127R","R_0805_2012Metric",148.790000,-116.660000,180.000000,bottom
"R130","127R","R_0805_2012Metric",148.790000,-120.710000,180.000000,bottom
"R131","10K","R_0805_2012Metric",179.500000,-92.760000,180.000000,bottom
"R132","100K","R_0805_2012Metric",179.500000,-96.810000,180.000000,bottom
"R133","10K","R_0805_2012Metric",179.500000,-100.860000,180.000000,bottom
"R134","200k","R_0805_2012Metric",179.500000,-104.910000,180.000000,bottom
"R135","300k","R_0805_2012Metric",179.500000,-108.960000,180.000000,bottom
"R136","110k","R_0805_2012Metric",174.040000,-113.210000,180.000000,bottom
"R137","150k","R_0805_2012Metric",179.500000,-112.660000,180.000000,bottom
"R138","200k","R_0805_2012Metric",179.500000,-116.710000,180.000000,bottom
"R139","1K","R_0805_2012Metric",179.500000,-120.760000,180.000000,bottom
"R140","127R","R_0805_2012Metric",174.040000,-116.660000,180.000000,bottom
"R141","127R","R_0805_2012Metric",174.040000,-120.710000,180.000000,bottom
"R142","10K","R_0805_2012Metric",204.750000,-92.760000,180.000000,bottom
"R143","100K","R_0805_2012Metric",204.750000,-96.810000,180.000000,bottom
"R144","10K","R_0805_2012Metric",204.750000,-100.860000,180.000000,bottom
"R145","200k","R_0805_2012Metric",204.750000,-104.910000,180.000000,bottom
"R146","300k","R_0805_2012Metric",204.750000,-108.960000,180.000000,bottom
"R147","110k","R_0805_2012Metric",198.912500,-113.210000,180.000000,bottom
"R148","150k","R_0805_2012Metric",204.750000,-112.660000,180.000000,bottom
"R149","200k","R_0805_2012Metric",204.750000,-116.710000,180.000000,bottom
"R150","1K","R_0805_2012Metric",204.750000,-120.760000,180.000000,bottom
"R151","127R","R_0805_2012Metric",198.912500,-116.660000,180.000000,bottom
"R152","127R","R_0805_2012Metric",198.912500,-120.710000,180.000000,bottom
"R153","100k","R_0805_2012Metric",34.412500,-104.910000,0.000000,bottom
"R154","100k","R_0805_2012Metric",59.412500,-104.910000,0.000000,bottom
"R155","100k","R_0805_2012Metric",84.912500,-104.910000,0.000000,bottom
"R156","100k","R_0805_2012Metric",110.412500,-104.910000,0.000000,bottom
"R157","100k","R_0805_2012Metric",135.412500,-104.910000,0.000000,bottom
"R158","100k","R_0805_2012Metric",160.412500,-104.910000,0.000000,bottom
"R159","100k","R_0805_2012Metric",186.412500,-104.910000,0.000000,bottom
"R168","100k","R_0805_2012Metric",211.412500,-104.910000,0.000000,bottom
"U1","CD4051BM96 ","SOIC-16_3.9x9.9mm_P1.27mm",124.000000,-73.410000,90.000000,bottom
"U2","Pico","RPi_Pico_SMD_TH",231.500000,-97.280000,180.000000,bottom
"U3","MCP6004T-E/SL ","SOIC-14_3.9x8.7mm_P1.27mm",27.583000,-43.100000,180.000000,bottom
"U4","MCP6004T-E/SL ","SOIC-14_3.9x8.7mm_P1.27mm",55.240000,-43.100000,180.000000,bottom
"U5","MCP6004T-E/SL ","SOIC-14_3.9x8.7mm_P1.27mm",82.897000,-43.100000,180.000000,bottom
"U6","MCP6004T-E/SL ","SOIC-14_3.9x8.7mm_P1.27mm",110.554000,-43.100000,180.000000,bottom
"U7","MCP6004T-E/SL ","SOIC-14_3.9x8.7mm_P1.27mm",138.211000,-43.100000,180.000000,bottom
"U8","MCP6004T-E/SL ","SOIC-14_3.9x8.7mm_P1.27mm",165.868000,-43.100000,180.000000,bottom
"U9","MCP6004T-E/SL ","SOIC-14_3.9x8.7mm_P1.27mm",193.525000,-43.100000,180.000000,bottom
"U10","MCP6004T-E/SL ","SOIC-14_3.9x8.7mm_P1.27mm",221.182000,-43.100000,180.000000,bottom
"U11","MCP4725A0T-E/CH","SOT-23-6",37.862500,-93.260000,180.000000,bottom
"U12","MCP6004T-E/SL ","SOIC-14_3.9x8.7mm_P1.27mm",30.790000,-84.885000,90.000000,bottom
"U13","MCP4725A1T-E/CH ","SOT-23-6",63.112500,-93.260000,180.000000,bottom
"U14","MCP6004T-E/SL ","SOIC-14_3.9x8.7mm_P1.27mm",56.040000,-84.885000,90.000000,bottom
"U15","MCP4725A0T-E/CH ","SOT-23-6",88.362500,-93.260000,180.000000,bottom
"U16","MCP6004T-E/SL ","SOIC-14_3.9x8.7mm_P1.27mm",81.290000,-84.885000,90.000000,bottom
"U17","MCP4725A1T-E/CH ","SOT-23-6",113.612500,-93.260000,180.000000,bottom
"U18","MCP6004T-E/SL ","SOIC-14_3.9x8.7mm_P1.27mm",106.540000,-84.885000,90.000000,bottom
"U19","MCP4725A0T-E/CH ","SOT-23-6",138.862500,-93.260000,180.000000,bottom
"U20","MCP6004T-E/SL ","SOIC-14_3.9x8.7mm_P1.27mm",131.790000,-84.885000,90.000000,bottom
"U21","MCP4725A1T-E/CH ","SOT-23-6",164.112500,-93.260000,180.000000,bottom
"U22","MCP6004T-E/SL ","SOIC-14_3.9x8.7mm_P1.27mm",157.040000,-84.885000,90.000000,bottom
"U23","MCP4725A0T-E/CH ","SOT-23-6",189.362500,-93.260000,180.000000,bottom
"U24","MCP6004T-E/SL ","SOIC-14_3.9x8.7mm_P1.27mm",182.290000,-84.885000,90.000000,bottom
"U25","MCP4725A1T-E/CH ","SOT-23-6",214.612500,-93.260000,180.000000,bottom
"U26","MCP6004T-E/SL ","SOIC-14_3.9x8.7mm_P1.27mm",207.540000,-84.885000,90.000000,bottom
